order_id,customer_id,order_date,product_name,category,subcategory,quantity,revenue,discount,profit,region,state,segment
ORD100067,CUST1504,08-11-2022,Accessories 49,Technology,Accessories,9,12454.3,0,976.02,West,Karnataka,Consumer
ORD100068,CUST1892,10-03-2024,Laptops 26,Technology,Laptops,5,9284.59,0.3,-706.13,South,Karnataka,Corporate
ORD100069,CUST2755,26-11-2023,Bookcases 19,Furniture,Bookcases,6,3205.47,0.05,787.08,North,Maharashtra,Home Office
ORD100070,CUST1119,12-07-2024,Chairs 1,Furniture,Chairs,7,7571.26,0,836.34,West,Maharashtra,Corporate
ORD100071,CUST1619,04-04-2023,Storage 20,Office Supplies,Storage,7,1938.27,0.15,76.7,South,Delhi,Home Office
ORD100072,CUST1425,07-01-2024,Paper 21,Office Supplies,Paper,4,7108.04,0,850.96,South,Delhi,Home Office
ORD100073,CUST2874,05-11-2023,Phones 13,Technology,Phones,3,4292.04,0.1,704.24,East,Karnataka,Consumer
ORD100074,CUST2635,03-11-2024,Storage 10,Office Supplies,Storage,4,3474.26,0,731.36,North,Maharashtra,Home Office
ORD100075,CUST1713,22-02-2024,Laptops 13,Technology,Laptops,10,2598.66,0.15,323.89,West,UP,Consumer
ORD100076,CUST2362,09-09-2024,Bookcases 17,Furniture,Bookcases,8,10017.72,0.1,431.47,South,Tamil Nadu,Home Office
ORD100077,CUST1292,20-05-2022,Tables 30,Furniture,Tables,7,13203.77,0,676.9,West,UP,Home Office
ORD100078,CUST1844,01-12-2024,Accessories 16,Technology,Accessories,6,2433.21,0.05,295.4,West,Maharashtra,Corporate
ORD100079,CUST2904,03-12-2022,Storage 37,Office Supplies,Storage,5,4760.03,0.2,-447.12,East,Delhi,Corporate
ORD100080,CUST2239,24-06-2024,Storage 11,Office Supplies,Storage,10,14531.41,0,2520.81,South,Karnataka,Consumer
ORD100081,CUST1718,28-04-2023,Tables 29,Furniture,Tables,3,1319.29,0.1,150.93,East,Gujarat,Home Office
ORD100082,CUST1054,03-02-2022,Binders 49,Office Supplies,Binders,7,8258.5,0.15,224.66,South,Karnataka,Consumer
ORD100083,CUST2769,24-01-2024,Binders 7,Office Supplies,Binders,1,1309.03,0.3,-247.41,South,Maharashtra,Corporate
ORD100084,CUST2770,11-09-2022,Storage 8,Office Supplies,Storage,7,13641.04,0.2,-386.24,North,Karnataka,Consumer
ORD100085,CUST2437,27-06-2023,Bookcases 26,Furniture,Bookcases,10,18215.88,0.1,2708.75,South,UP,Home Office
ORD100086,CUST1065,23-03-2023,Storage 36,Office Supplies,Storage,10,10550.1,0.15,709.29,South,UP,Corporate
ORD100087,CUST2669,08-05-2022,Tables 26,Furniture,Tables,10,17419.18,0.15,1404.21,East,Karnataka,Corporate
ORD100088,CUST1159,13-05-2024,Laptops 19,Technology,Laptops,3,1900.4,0.1,270.12,South,Delhi,Home Office
ORD100089,CUST2534,28-06-2023,Tables 26,Furniture,Tables,9,1645.62,0.15,222.35,East,Tamil Nadu,Consumer
ORD100090,CUST1948,27-11-2024,Chairs 26,Furniture,Chairs,5,9562.32,0.2,677.72,East,Karnataka,Corporate
ORD100091,CUST1210,13-12-2022,Paper 23,Office Supplies,Paper,10,15206.66,0.2,1248.16,South,Gujarat,Home Office
ORD100092,CUST1386,04-08-2024,Tables 38,Furniture,Tables,9,8221.95,0.2,-56.95,South,Maharashtra,Corporate
ORD100093,CUST2628,23-11-2022,Paper 28,Office Supplies,Paper,3,5887.89,0.15,-155.37,North,Tamil Nadu,Home Office
ORD100094,CUST1938,05-01-2022,Binders 5,Office Supplies,Binders,10,8316.86,0,1074.79,East,Karnataka,Consumer
ORD100095,CUST2514,27-10-2024,Accessories 27,Technology,Accessories,3,1266.11,0,188.24,North,Tamil Nadu,Consumer
ORD100096,CUST2398,11-03-2022,Laptops 7,Technology,Laptops,5,8520.02,0.1,788.23,East,UP,Consumer
ORD100097,CUST1289,26-07-2024,Bookcases 39,Furniture,Bookcases,7,1992.45,0.3,-319.47,South,Karnataka,Home Office
ORD100098,CUST1895,02-07-2024,Tables 17,Furniture,Tables,4,2331.64,0.05,511.43,South,Maharashtra,Corporate
ORD100099,CUST2851,06-06-2024,Binders 4,Office Supplies,Binders,5,7537.3,0,634.3,West,Delhi,Home Office
ORD100100,CUST1680,08-11-2024,Laptops 12,Technology,Laptops,2,2893.86,0.2,-219.56,South,Maharashtra,Corporate
ORD100101,CUST1969,06-09-2024,Laptops 43,Technology,Laptops,4,3590.33,0.05,778.27,East,Delhi,Consumer
ORD100102,CUST2343,14-12-2022,Phones 3,Technology,Phones,9,16516.41,0.05,21.41,South,Tamil Nadu,Home Office
ORD100103,CUST2189,12-10-2022,Bookcases 35,Furniture,Bookcases,8,10344,0.15,646.41,East,Delhi,Corporate
ORD100104,CUST2146,13-12-2024,Phones 15,Technology,Phones,8,11469.9,0.3,-315.41,North,Maharashtra,Consumer
ORD100105,CUST1677,28-07-2022,Paper 33,Office Supplies,Paper,8,5937.53,0.15,265.5,East,Maharashtra,Consumer
ORD100106,CUST1013,15-02-2024,Tables 10,Furniture,Tables,8,7464.81,0.3,-1253.8,South,Delhi,Consumer
ORD100107,CUST2371,30-03-2023,Accessories 29,Technology,Accessories,5,1972.9,0.3,-351.9,East,Delhi,Home Office
ORD100108,CUST1366,09-12-2023,Laptops 5,Technology,Laptops,2,2445.17,0.3,-458.32,North,Delhi,Corporate
ORD100109,CUST1270,22-09-2023,Accessories 40,Technology,Accessories,5,868.93,0.3,-100.56,East,Maharashtra,Consumer
ORD100110,CUST2218,10-06-2022,Chairs 50,Furniture,Chairs,9,6485.74,0.2,-532.57,North,Delhi,Corporate
ORD100111,CUST2326,06-10-2022,Laptops 16,Technology,Laptops,6,11603.87,0.15,1282.29,South,Gujarat,Home Office
ORD100112,CUST1436,10-06-2023,Chairs 40,Furniture,Chairs,8,3754.58,0.3,-431.18,North,Gujarat,Consumer
ORD100113,CUST2630,31-12-2024,Accessories 1,Technology,Accessories,8,10488.93,0.15,-700.8,West,Maharashtra,Consumer
ORD100114,CUST1443,16-11-2023,Storage 22,Office Supplies,Storage,9,17479.08,0.05,1411.25,South,UP,Corporate
ORD100115,CUST1220,20-06-2022,Tables 4,Furniture,Tables,6,9665.12,0.1,577.42,East,Karnataka,Consumer
ORD100116,CUST1068,01-10-2022,Laptops 9,Technology,Laptops,4,996.27,0.2,-103.53,North,Gujarat,Consumer
ORD100117,CUST2415,20-10-2023,Bookcases 45,Furniture,Bookcases,10,2536.59,0,563.44,North,Tamil Nadu,Consumer
ORD100118,CUST1874,09-11-2022,Paper 35,Office Supplies,Paper,2,421.14,0.05,16.47,East,Delhi,Home Office
ORD100119,CUST2002,16-10-2024,Chairs 8,Furniture,Chairs,7,4028.23,0.3,-912.52,North,Delhi,Corporate
ORD100120,CUST2279,10-04-2024,Chairs 29,Furniture,Chairs,8,3579.56,0.2,-286.42,South,Maharashtra,Home Office
ORD100121,CUST2638,14-10-2022,Chairs 49,Furniture,Chairs,7,13399.71,0.2,39.26,North,Karnataka,Corporate
ORD100122,CUST2310,18-10-2023,Chairs 28,Furniture,Chairs,5,4486.2,0.15,186.22,South,UP,Corporate
ORD100123,CUST2284,04-05-2022,Bookcases 29,Furniture,Bookcases,5,2007.14,0.3,-494.56,East,Gujarat,Consumer
ORD100124,CUST2248,22-01-2023,Paper 24,Office Supplies,Paper,4,1282.15,0.2,-162.14,East,UP,Consumer
ORD100125,CUST2330,14-11-2023,Accessories 3,Technology,Accessories,3,2075.06,0.3,-153.73,West,Tamil Nadu,Consumer
ORD100126,CUST1772,26-03-2023,Phones 50,Technology,Phones,8,8007.44,0.05,1528.15,North,Delhi,Consumer
ORD100127,CUST1152,28-11-2024,Storage 45,Office Supplies,Storage,3,4899.4,0.15,-277.79,East,Gujarat,Consumer
ORD100128,CUST1507,24-05-2024,Phones 35,Technology,Phones,3,2772.95,0.05,426.93,South,Tamil Nadu,Home Office
ORD100129,CUST2080,31-07-2022,Phones 43,Technology,Phones,1,1306.68,0.05,85.23,East,UP,Consumer
ORD100130,CUST2046,26-09-2024,Laptops 50,Technology,Laptops,4,516.31,0.1,39.13,East,Tamil Nadu,Home Office
ORD100131,CUST1203,04-12-2023,Paper 1,Office Supplies,Paper,5,8636.65,0.2,181.29,South,Delhi,Corporate
ORD100132,CUST2363,21-01-2022,Laptops 43,Technology,Laptops,7,8890.82,0.05,58.93,West,Delhi,Consumer
ORD100133,CUST1724,02-01-2024,Laptops 39,Technology,Laptops,10,12129.74,0.1,1822.34,West,Delhi,Consumer
ORD100134,CUST1766,18-11-2024,Paper 8,Office Supplies,Paper,10,13866.2,0.1,1536.68,West,Tamil Nadu,Home Office
ORD100135,CUST2457,04-08-2024,Tables 45,Furniture,Tables,1,970.68,0.1,150.61,South,Delhi,Home Office
ORD100136,CUST1034,10-04-2023,Accessories 37,Technology,Accessories,10,12892.85,0,3742.76,South,Maharashtra,Home Office
ORD100137,CUST1602,22-02-2023,Accessories 23,Technology,Accessories,10,18201.66,0.15,-573.53,West,Tamil Nadu,Home Office
ORD100138,CUST2945,07-04-2022,Binders 50,Office Supplies,Binders,5,2538.6,0.3,-623.09,South,UP,Corporate
ORD100139,CUST1750,28-10-2024,Phones 21,Technology,Phones,7,1956.09,0.1,66.78,West,Karnataka,Corporate
ORD100140,CUST1722,11-06-2024,Bookcases 3,Furniture,Bookcases,1,1345.87,0.2,82.39,South,UP,Consumer
ORD100141,CUST1375,21-11-2024,Laptops 5,Technology,Laptops,6,865.3,0.05,56.39,West,Gujarat,Home Office
ORD100142,CUST1324,19-10-2023,Paper 40,Office Supplies,Paper,1,1042.47,0.05,181.58,North,Karnataka,Home Office
ORD100143,CUST2212,11-11-2024,Laptops 29,Technology,Laptops,8,10359.93,0.2,-1452.5,South,Tamil Nadu,Home Office
ORD100144,CUST2620,27-07-2024,Bookcases 27,Furniture,Bookcases,10,8940.97,0.2,-710.73,West,Delhi,Home Office
ORD100145,CUST2201,08-12-2024,Accessories 39,Technology,Accessories,7,3059.95,0,587.91,North,Karnataka,Home Office
ORD100146,CUST2275,27-01-2023,Tables 46,Furniture,Tables,9,10748.31,0.1,571.32,East,Delhi,Consumer
ORD100147,CUST1633,09-11-2022,Bookcases 2,Furniture,Bookcases,9,7261.51,0.3,-795.38,South,Maharashtra,Home Office
ORD100148,CUST1171,07-08-2023,Binders 34,Office Supplies,Binders,10,5533.34,0.2,193.54,South,Delhi,Corporate
ORD100149,CUST1910,20-02-2022,Storage 24,Office Supplies,Storage,7,3868.54,0.3,-94.24,West,UP,Consumer
ORD100150,CUST2157,30-01-2022,Storage 25,Office Supplies,Storage,10,10599.8,0,1378.11,North,Maharashtra,Corporate
ORD100151,CUST2905,06-05-2024,Accessories 6,Technology,Accessories,4,7205.98,0,456.65,South,Tamil Nadu,Corporate
ORD100152,CUST2148,30-12-2023,Chairs 31,Furniture,Chairs,4,7684.92,0.1,-208.86,South,Gujarat,Consumer
ORD100153,CUST2885,05-06-2022,Paper 21,Office Supplies,Paper,9,6360.26,0.3,-513.96,East,Delhi,Corporate
ORD100154,CUST1815,08-04-2022,Bookcases 7,Furniture,Bookcases,2,2033.58,0.05,321.22,West,Gujarat,Home Office
ORD100155,CUST1996,17-07-2022,Laptops 13,Technology,Laptops,8,7616.37,0.1,766.28,West,Tamil Nadu,Home Office
ORD100156,CUST2588,31-12-2024,Paper 21,Office Supplies,Paper,9,10368.32,0.2,394.97,South,Karnataka,Home Office
ORD100157,CUST2394,04-07-2024,Laptops 33,Technology,Laptops,7,11228,0,879.9,East,Maharashtra,Home Office
ORD100158,CUST1667,07-05-2023,Chairs 15,Furniture,Chairs,1,1868.77,0.05,26.89,South,Gujarat,Home Office
ORD100159,CUST2394,04-02-2023,Storage 22,Office Supplies,Storage,6,6864.63,0.2,235.17,West,Tamil Nadu,Corporate
ORD100160,CUST1723,28-03-2024,Laptops 45,Technology,Laptops,9,10235.16,0.1,-212.21,West,UP,Corporate
ORD100161,CUST1148,17-02-2022,Binders 26,Office Supplies,Binders,10,3716.84,0.05,777.72,West,Delhi,Home Office
ORD100162,CUST1847,04-08-2023,Storage 36,Office Supplies,Storage,8,13976.4,0.3,-3200.22,South,Maharashtra,Consumer
ORD100163,CUST2530,07-04-2022,Tables 1,Furniture,Tables,9,12886.57,0.05,1277.87,North,Delhi,Home Office
ORD100164,CUST1125,05-09-2023,Bookcases 49,Furniture,Bookcases,3,5383.81,0.05,109.49,South,Gujarat,Corporate
ORD100165,CUST2537,11-09-2024,Bookcases 36,Furniture,Bookcases,8,2089.53,0.1,199.19,West,Maharashtra,Consumer
ORD100166,CUST1734,03-06-2023,Chairs 9,Furniture,Chairs,7,12179.74,0.3,-570.01,West,Delhi,Consumer
ORD100167,CUST1232,05-06-2022,Chairs 43,Furniture,Chairs,1,1899.77,0,376.1,East,Gujarat,Home Office
ORD100168,CUST1356,08-03-2023,Paper 36,Office Supplies,Paper,5,3827.07,0.15,-302.82,South,UP,Consumer
ORD100169,CUST1693,07-01-2023,Phones 31,Technology,Phones,7,11036.05,0.3,-813.68,East,Maharashtra,Corporate
ORD100170,CUST1808,10-12-2022,Chairs 30,Furniture,Chairs,5,2862.88,0.1,-63.56,East,UP,Home Office
ORD100171,CUST1870,08-05-2023,Bookcases 8,Furniture,Bookcases,3,3107.96,0.2,-151.36,North,Maharashtra,Home Office
ORD100172,CUST1808,09-06-2023,Accessories 8,Technology,Accessories,10,11857.99,0.15,-833.56,North,Delhi,Consumer
ORD100173,CUST1980,19-08-2022,Laptops 5,Technology,Laptops,10,3233,0,763.16,West,Tamil Nadu,Corporate
ORD100174,CUST2491,18-09-2022,Chairs 7,Furniture,Chairs,3,4181.92,0.15,587.74,West,UP,Corporate
ORD100175,CUST1620,27-11-2023,Accessories 22,Technology,Accessories,3,2436.76,0,172.33,West,Tamil Nadu,Consumer
ORD100176,CUST2684,06-06-2023,Phones 30,Technology,Phones,8,8831.23,0.2,801.93,West,Tamil Nadu,Home Office
ORD100177,CUST1197,26-09-2023,Chairs 47,Furniture,Chairs,9,1107.84,0.2,-154.22,West,Karnataka,Home Office
ORD100178,CUST2803,21-07-2023,Accessories 4,Technology,Accessories,1,1793.17,0.3,-33.78,South,Karnataka,Corporate
ORD100179,CUST1368,16-03-2024,Storage 23,Office Supplies,Storage,5,9231.6,0.15,355.08,South,Tamil Nadu,Corporate
ORD100180,CUST2931,01-08-2024,Laptops 42,Technology,Laptops,4,7766.7,0.05,322.74,West,Gujarat,Home Office
ORD100181,CUST2276,02-10-2023,Binders 32,Office Supplies,Binders,6,3071.62,0,635.49,North,Karnataka,Consumer
ORD100182,CUST2248,19-08-2023,Laptops 49,Technology,Laptops,7,8471.38,0,2361.94,East,Karnataka,Consumer
ORD100183,CUST1099,07-01-2024,Paper 5,Office Supplies,Paper,9,17293.81,0.3,-2353.44,South,Karnataka,Home Office
ORD100184,CUST2637,13-08-2023,Storage 1,Office Supplies,Storage,8,10226.02,0.05,480.93,West,Gujarat,Consumer
ORD100185,CUST1195,12-04-2022,Phones 39,Technology,Phones,2,1962.05,0.05,112.52,South,Delhi,Consumer
ORD100186,CUST1474,04-12-2022,Binders 6,Office Supplies,Binders,1,605.28,0.2,56.65,South,Karnataka,Corporate
ORD100187,CUST2663,18-08-2024,Paper 35,Office Supplies,Paper,6,11842.8,0.3,-2865.02,South,Maharashtra,Consumer
ORD100188,CUST2779,21-10-2023,Storage 38,Office Supplies,Storage,5,3157.75,0.2,168.78,East,Gujarat,Consumer
ORD100189,CUST2355,11-10-2022,Bookcases 49,Furniture,Bookcases,8,11207.91,0.2,-1308,West,Delhi,Home Office
ORD100190,CUST1371,23-10-2024,Tables 16,Furniture,Tables,3,734.34,0.3,-9.22,East,Gujarat,Corporate
ORD100191,CUST1259,27-08-2022,Binders 4,Office Supplies,Binders,9,13309.8,0,2057.17,West,Maharashtra,Consumer
ORD100192,CUST2255,24-05-2024,Binders 44,Office Supplies,Binders,7,13105.29,0.05,1807.18,West,Gujarat,Corporate
ORD100193,CUST2101,28-01-2022,Accessories 22,Technology,Accessories,6,2479.11,0,605.9,West,Delhi,Consumer
ORD100194,CUST1830,17-03-2022,Phones 5,Technology,Phones,5,5063.52,0,730.08,North,Gujarat,Consumer
ORD100195,CUST1111,09-12-2023,Bookcases 23,Furniture,Bookcases,10,15241.99,0,4457.96,West,Tamil Nadu,Corporate
ORD100196,CUST2632,18-03-2024,Laptops 24,Technology,Laptops,3,5100.08,0.2,-684.03,North,UP,Home Office
ORD100197,CUST2562,14-08-2022,Binders 22,Office Supplies,Binders,5,849.81,0,45.4,South,UP,Consumer
ORD100198,CUST1149,13-10-2023,Storage 10,Office Supplies,Storage,2,486.36,0.15,50.2,East,Gujarat,Home Office
ORD100199,CUST1902,29-06-2023,Storage 45,Office Supplies,Storage,2,3998.93,0.3,-86.81,South,Maharashtra,Home Office
ORD100200,CUST2577,13-06-2023,Accessories 50,Technology,Accessories,5,6058.92,0.2,522.23,South,Maharashtra,Corporate
ORD100201,CUST1989,30-10-2022,Accessories 28,Technology,Accessories,6,10285.98,0,1134.25,South,UP,Home Office
ORD100202,CUST2936,03-03-2024,Accessories 9,Technology,Accessories,4,1958.34,0,565.01,South,Karnataka,Home Office
ORD100203,CUST2465,27-05-2023,Bookcases 5,Furniture,Bookcases,10,12517.32,0.3,-381.09,South,Gujarat,Home Office
ORD100204,CUST2999,05-10-2023,Phones 17,Technology,Phones,9,13844.69,0.05,1239.66,South,Delhi,Corporate
ORD100205,CUST1428,24-07-2022,Accessories 42,Technology,Accessories,3,947.28,0.05,117.98,West,Gujarat,Home Office
ORD100206,CUST1716,25-03-2022,Binders 46,Office Supplies,Binders,2,2009.6,0.1,160.85,North,Maharashtra,Consumer
ORD100207,CUST1842,19-09-2024,Phones 2,Technology,Phones,8,13753.16,0.3,-110.12,South,Delhi,Consumer
ORD100208,CUST2632,15-06-2022,Phones 23,Technology,Phones,9,2411.78,0.1,122.69,North,Tamil Nadu,Home Office
ORD100209,CUST2381,14-02-2022,Bookcases 29,Furniture,Bookcases,5,1773.14,0.2,9,East,Karnataka,Home Office
ORD100210,CUST2775,18-07-2024,Storage 40,Office Supplies,Storage,8,11502.01,0.1,2021.91,East,Karnataka,Corporate
ORD100211,CUST2374,01-09-2024,Accessories 45,Technology,Accessories,4,5091.2,0.05,446.23,North,Maharashtra,Home Office
ORD100212,CUST2022,16-02-2022,Bookcases 30,Furniture,Bookcases,7,8545.91,0.3,-951.13,West,Delhi,Consumer
ORD100213,CUST2893,18-04-2024,Laptops 45,Technology,Laptops,7,1910.33,0.05,166.32,South,UP,Corporate
ORD100214,CUST2516,30-08-2024,Paper 14,Office Supplies,Paper,1,1076.58,0.15,-27.46,North,Gujarat,Home Office
ORD100215,CUST1768,02-05-2024,Accessories 34,Technology,Accessories,2,2189.69,0,629.27,West,Delhi,Corporate
ORD100216,CUST2894,24-09-2022,Accessories 37,Technology,Accessories,7,2656.08,0,459.58,South,Delhi,Corporate
ORD100217,CUST2757,02-03-2022,Paper 8,Office Supplies,Paper,7,4134.65,0.2,392.83,North,Delhi,Corporate
