order_id,customer_key,product_key,region_key,date_key,quantity,revenue,discount,profit
ORD100010,1676,11,10,20220808,9,4314.42,0.15,207.54
ORD100011,12,12,11,20220105,6,1129.53,0.1,135.63
ORD100011,2907,12,11,20220105,6,1129.53,0.1,135.63
ORD100011,2926,12,11,20220105,6,1129.53,0.1,135.63
ORD100012,13,13,12,20220525,9,8603.54,0.05,2040.94
ORD100012,2644,13,12,20220525,9,8603.54,0.05,2040.94
ORD100012,3689,13,12,20220525,9,8603.54,0.05,2040.94
ORD100013,14,14,13,20220518,10,19347.01,0.05,1864.16
ORD100013,1959,14,13,20220518,10,19347.01,0.05,1864.16
ORD100013,4121,14,13,20220518,10,19347.01,0.05,1864.16
ORD100014,15,15,14,20230515,6,782.02,0.05,133.77
ORD100014,3214,15,14,20230515,6,782.02,0.05,133.77
ORD100014,5067,15,14,20230515,6,782.02,0.05,133.77
ORD100015,16,5,15,20220122,1,936.29,0.15,22.28
ORD100015,4955,5,15,20220122,1,936.29,0.15,22.28
ORD100015,5633,5,15,20220122,1,936.29,0.15,22.28
ORD100016,17,16,1,20240216,7,1157.37,0.3,-176.19
ORD100016,3511,16,1,20240216,7,1157.37,0.3,-176.19
ORD100016,5623,16,1,20240216,7,1157.37,0.3,-176.19
ORD100017,18,17,15,20240124,6,2677.49,0.15,-59.1
ORD100017,1596,17,15,20240124,6,2677.49,0.15,-59.1
ORD100018,19,18,4,20230425,7,7616.9,0.05,1081.03
ORD100018,4024,18,4,20230425,7,7616.9,0.05,1081.03
ORD100018,5022,18,4,20230425,7,7616.9,0.05,1081.03
ORD100019,20,1,8,20240305,1,159.5,0.05,30.91
ORD100019,2234,1,8,20240305,1,159.5,0.05,30.91
ORD100019,3100,1,8,20240305,1,159.5,0.05,30.91
ORD100020,21,19,14,20240628,3,5655.14,0.3,-103.69
ORD100020,2523,19,14,20240628,3,5655.14,0.3,-103.69
ORD100020,2774,19,14,20240628,3,5655.14,0.3,-103.69
ORD100021,22,20,11,20230815,10,14818.17,0.3,-2978.52
ORD100021,218,20,11,20230815,10,14818.17,0.3,-2978.52
ORD100022,23,21,16,20241018,7,1301.52,0.2,-68.76
ORD100022,3326,21,16,20241018,7,1301.52,0.2,-68.76
ORD100022,5745,21,16,20241018,7,1301.52,0.2,-68.76
ORD100023,24,22,3,20221217,8,4924.51,0.2,-16.31
ORD100023,296,22,3,20221217,8,4924.51,0.2,-16.31
ORD100023,5505,22,3,20221217,8,4924.51,0.2,-16.31
ORD100024,25,23,17,20240930,8,15471.88,0.15,551.94
ORD100024,3824,23,17,20240930,8,15471.88,0.15,551.94
ORD100024,4144,23,17,20240930,8,15471.88,0.15,551.94
ORD100025,26,24,6,20241112,4,1471.02,0.2,-193.24
ORD100025,3079,24,6,20241112,4,1471.02,0.2,-193.24
ORD100025,3194,24,6,20241112,4,1471.02,0.2,-193.24
ORD100026,27,25,18,20241002,9,17775.77,0.0,1771.87
ORD100026,900,25,18,20241002,9,17775.77,0.0,1771.87
ORD100026,3764,25,18,20241002,9,17775.77,0.0,1771.87
ORD100027,28,26,9,20241217,7,773.44,0.1,-0.22
ORD100027,1049,26,9,20241217,7,773.44,0.1,-0.22
ORD100027,5767,26,9,20241217,7,773.44,0.1,-0.22
ORD100028,29,27,8,20220606,1,1451.55,0.1,207.31
ORD100028,651,27,8,20220606,1,1451.55,0.1,207.31
ORD100028,1985,27,8,20220606,1,1451.55,0.1,207.31
ORD100029,30,28,15,20220825,9,2166.16,0.05,62.75
ORD100029,1833,28,15,20220825,9,2166.16,0.05,62.75
ORD100029,3128,28,15,20220825,9,2166.16,0.05,62.75
ORD100030,31,29,8,20240602,3,5219.69,0.15,-90.17
ORD100030,437,29,8,20240602,3,5219.69,0.15,-90.17
ORD100030,4505,29,8,20240602,3,5219.69,0.15,-90.17
ORD100031,32,30,16,20231017,7,1545.33,0.3,-260.7
ORD100031,3703,30,16,20231017,7,1545.33,0.3,-260.7
ORD100031,5105,30,16,20231017,7,1545.33,0.3,-260.7
ORD100032,33,31,19,20231011,7,10403.76,0.3,-293.35
ORD100032,3525,31,19,20231011,7,10403.76,0.3,-293.35
ORD100032,5552,31,19,20231011,7,10403.76,0.3,-293.35
ORD100033,34,32,12,20230603,9,8974.88,0.2,834.02
ORD100033,5382,32,12,20230603,9,8974.88,0.2,834.02
ORD100034,35,33,20,20230823,9,15416.43,0.2,-149.24
ORD100034,3017,33,20,20230823,9,15416.43,0.2,-149.24
ORD100034,3059,33,20,20230823,9,15416.43,0.2,-149.24
ORD100035,36,34,3,20220526,5,7824.19,0.1,631.28
ORD100035,1741,34,3,20220526,5,7824.19,0.1,631.28
ORD100035,2780,34,3,20220526,5,7824.19,0.1,631.28
ORD100036,37,35,17,20220922,5,4561.64,0.05,501.02
ORD100036,2834,35,17,20220922,5,4561.64,0.05,501.02
ORD100036,4529,35,17,20220922,5,4561.64,0.05,501.02
ORD100037,38,36,19,20220721,10,4832.66,0.0,621.43
ORD100037,3456,36,19,20220721,10,4832.66,0.0,621.43
ORD100037,4511,36,19,20220721,10,4832.66,0.0,621.43
ORD100038,39,37,14,20240203,5,5331.42,0.3,-1147.15
ORD100038,1294,37,14,20240203,5,5331.42,0.3,-1147.15
ORD100038,1730,37,14,20240203,5,5331.42,0.3,-1147.15
ORD100039,40,38,21,20220630,9,11235.54,0.1,8.6
ORD100039,4679,38,21,20220630,9,11235.54,0.1,8.6
ORD100040,41,39,21,20240711,6,11348.53,0.1,1403.77
ORD100040,898,39,21,20240711,6,11348.53,0.1,1403.77
ORD100040,4780,39,21,20240711,6,11348.53,0.1,1403.77
ORD100041,42,7,13,20220114,4,7091.56,0.05,1432.71
ORD100041,329,7,13,20220114,4,7091.56,0.05,1432.71
ORD100041,2128,7,13,20220114,4,7091.56,0.05,1432.71
ORD100042,43,40,7,20221009,10,13034.67,0.3,-1770.97
ORD100042,421,40,7,20221009,10,13034.67,0.3,-1770.97
ORD100042,3380,40,7,20221009,10,13034.67,0.3,-1770.97
ORD100043,44,41,5,20240117,1,515.04,0.15,63.42
ORD100043,3583,41,5,20240117,1,515.04,0.15,63.42
ORD100043,5723,41,5,20240117,1,515.04,0.15,63.42
ORD100044,45,42,11,20240312,5,5623.75,0.05,171.65
ORD100044,1870,42,11,20240312,5,5623.75,0.05,171.65
ORD100044,2935,42,11,20240312,5,5623.75,0.05,171.65
ORD100045,46,43,14,20221204,7,5438.76,0.3,-1210.05
ORD100045,397,43,14,20221204,7,5438.76,0.3,-1210.05
ORD100045,4724,43,14,20221204,7,5438.76,0.3,-1210.05
ORD100046,47,44,19,20241106,5,2665.38,0.3,-666.0
ORD100046,1557,44,19,20241106,5,2665.38,0.3,-666.0
ORD100046,3556,44,19,20241106,5,2665.38,0.3,-666.0
ORD100047,48,45,1,20221106,8,6159.05,0.1,-297.25
ORD100047,4486,45,1,20221106,8,6159.05,0.1,-297.25
ORD100047,5459,45,1,20221106,8,6159.05,0.1,-297.25
ORD100048,49,46,1,20220717,7,7492.94,0.0,1282.85
ORD100048,1843,46,1,20220717,7,7492.94,0.0,1282.85
ORD100048,3751,46,1,20220717,7,7492.94,0.0,1282.85
ORD100049,50,11,4,20240723,5,7078.14,0.05,597.42
ORD100049,465,11,4,20240723,5,7078.14,0.05,597.42
ORD100049,4476,11,4,20240723,5,7078.14,0.05,597.42
ORD100050,51,25,18,20240228,8,15132.23,0.3,-2955.46
ORD100050,5535,25,18,20240228,8,15132.23,0.3,-2955.46
ORD100050,5653,25,18,20240228,8,15132.23,0.3,-2955.46
ORD100051,52,47,21,20220203,6,6962.36,0.15,-63.31
ORD100051,2472,47,21,20220203,6,6962.36,0.15,-63.31
ORD100051,5139,47,21,20220203,6,6962.36,0.15,-63.31
ORD100052,53,48,14,20220525,10,19463.86,0.15,-745.1
ORD100052,2199,48,14,20220525,10,19463.86,0.15,-745.1
ORD100052,3335,48,14,20220525,10,19463.86,0.15,-745.1
ORD100053,54,37,2,20220211,3,4268.93,0.1,107.66
ORD100053,394,37,2,20220211,3,4268.93,0.1,107.66
ORD100053,5533,37,2,20220211,3,4268.93,0.1,107.66
ORD100054,55,49,4,20230318,3,1923.59,0.0,224.47
ORD100054,597,49,4,20230318,3,1923.59,0.0,224.47
ORD100054,3087,49,4,20230318,3,1923.59,0.0,224.47
ORD100055,56,50,16,20240322,6,11733.41,0.15,-1022.34
ORD100055,372,50,16,20240322,6,11733.41,0.15,-1022.34
ORD100055,5744,50,16,20240322,6,11733.41,0.15,-1022.34
ORD100056,57,51,21,20231212,4,2517.71,0.0,525.16
ORD100056,272,51,21,20231212,4,2517.71,0.0,525.16
ORD100056,884,51,21,20231212,4,2517.71,0.0,525.16
ORD100057,58,52,18,20230902,4,5573.36,0.2,-154.03
ORD100057,1136,52,18,20230902,4,5573.36,0.2,-154.03
ORD100057,5476,52,18,20230902,4,5573.36,0.2,-154.03
ORD100058,59,53,22,20240105,5,9863.68,0.15,-786.99
ORD100058,359,53,22,20240105,5,9863.68,0.15,-786.99
ORD100058,4557,53,22,20240105,5,9863.68,0.15,-786.99
ORD100059,60,4,22,20240625,10,8023.43,0.0,1861.87
ORD100059,309,4,22,20240625,10,8023.43,0.0,1861.87
ORD100059,4183,4,22,20240625,10,8023.43,0.0,1861.87
ORD100060,61,54,16,20241221,4,3195.15,0.15,466.03
ORD100060,1539,54,16,20241221,4,3195.15,0.15,466.03
ORD100060,4001,54,16,20241221,4,3195.15,0.15,466.03
ORD100061,62,55,23,20231124,6,5146.6,0.0,451.25
ORD100061,3123,55,23,20231124,6,5146.6,0.0,451.25
ORD100061,5496,55,23,20231124,6,5146.6,0.0,451.25
ORD100062,63,56,12,20220720,3,3196.73,0.2,206.48
ORD100062,1026,56,12,20220720,3,3196.73,0.2,206.48
ORD100062,1771,56,12,20220720,3,3196.73,0.2,206.48
ORD100063,64,57,22,20230628,5,3596.61,0.15,-344.75
ORD100063,1467,57,22,20230628,5,3596.61,0.15,-344.75
ORD100063,4739,57,22,20230628,5,3596.61,0.15,-344.75
ORD100064,65,58,11,20230922,6,6437.86,0.1,239.27
ORD100064,561,58,11,20230922,6,6437.86,0.1,239.27
ORD100064,1892,58,11,20230922,6,6437.86,0.1,239.27
ORD100065,66,59,4,20240216,3,848.21,0.0,188.93
ORD100065,1842,59,4,20240216,3,848.21,0.0,188.93
ORD100065,2170,59,4,20240216,3,848.21,0.0,188.93
ORD100066,67,60,4,20221114,1,834.8,0.05,174.83
ORD100066,1211,60,4,20221114,1,834.8,0.05,174.83
ORD100066,2703,60,4,20221114,1,834.8,0.05,174.83
ORD100067,68,61,14,20221108,9,12454.3,0.0,976.02
ORD100067,858,61,14,20221108,9,12454.3,0.0,976.02
ORD100067,3840,61,14,20221108,9,12454.3,0.0,976.02
ORD100068,69,62,18,20240310,5,9284.59,0.3,-706.13
ORD100068,2112,62,18,20240310,5,9284.59,0.3,-706.13
ORD100068,2631,62,18,20240310,5,9284.59,0.3,-706.13
ORD100069,70,63,7,20231126,6,3205.47,0.05,787.08
ORD100069,2610,63,7,20231126,6,3205.47,0.05,787.08
ORD100069,5717,63,7,20231126,6,3205.47,0.05,787.08
ORD100070,71,64,23,20240712,7,7571.26,0.0,836.34
ORD100070,1614,64,23,20240712,7,7571.26,0.0,836.34
ORD100070,2079,64,23,20240712,7,7571.26,0.0,836.34
ORD100071,72,48,20,20230404,7,1938.27,0.15,76.7
ORD100071,3378,48,20,20230404,7,1938.27,0.15,76.7
ORD100071,3620,48,20,20230404,7,1938.27,0.15,76.7
ORD100072,73,65,20,20240107,4,7108.04,0.0,850.96
ORD100072,2141,65,20,20240107,4,7108.04,0.0,850.96
ORD100072,3324,65,20,20240107,4,7108.04,0.0,850.96
ORD100073,74,66,3,20231105,3,4292.04,0.1,704.24
ORD100073,1631,66,3,20231105,3,4292.04,0.1,704.24
ORD100073,3839,66,3,20231105,3,4292.04,0.1,704.24
ORD100074,75,67,7,20241103,4,3474.26,0.0,731.36
ORD100074,960,67,7,20241103,4,3474.26,0.0,731.36
ORD100074,3494,67,7,20241103,4,3474.26,0.0,731.36
ORD100075,76,68,21,20240222,10,2598.66,0.15,323.89
ORD100075,657,68,21,20240222,10,2598.66,0.15,323.89
ORD100075,724,68,21,20240222,10,2598.66,0.15,323.89
ORD100076,77,69,2,20240909,8,10017.72,0.1,431.47
ORD100076,1328,69,2,20240909,8,10017.72,0.1,431.47
ORD100076,2760,69,2,20240909,8,10017.72,0.1,431.47
ORD100077,78,70,21,20220520,7,13203.77,0.0,676.9
ORD100077,963,70,21,20220520,7,13203.77,0.0,676.9
ORD100077,4986,70,21,20220520,7,13203.77,0.0,676.9
ORD100078,79,71,23,20241201,6,2433.21,0.05,295.4
ORD100078,568,71,23,20241201,6,2433.21,0.05,295.4
ORD100078,3976,71,23,20241201,6,2433.21,0.05,295.4
ORD100079,80,72,19,20221203,5,4760.03,0.2,-447.12
ORD100079,2883,72,19,20221203,5,4760.03,0.2,-447.12
ORD100079,4107,72,19,20221203,5,4760.03,0.2,-447.12
ORD100080,81,73,18,20240624,10,14531.41,0.0,2520.81
ORD100080,3681,73,18,20240624,10,14531.41,0.0,2520.81
ORD100080,4498,73,18,20240624,10,14531.41,0.0,2520.81
ORD100081,82,74,5,20230428,3,1319.29,0.1,150.93
ORD100081,1153,74,5,20230428,3,1319.29,0.1,150.93
ORD100081,3849,74,5,20230428,3,1319.29,0.1,150.93
ORD100082,83,75,18,20220203,7,8258.5,0.15,224.66
ORD100082,1050,75,18,20220203,7,8258.5,0.15,224.66
ORD100082,1692,75,18,20220203,7,8258.5,0.15,224.66
ORD100083,84,76,24,20240124,1,1309.03,0.3,-247.41
ORD100083,1364,76,24,20240124,1,1309.03,0.3,-247.41
ORD100083,4252,76,24,20240124,1,1309.03,0.3,-247.41
ORD100084,85,77,1,20220911,7,13641.04,0.2,-386.24
ORD100084,1078,77,1,20220911,7,13641.04,0.2,-386.24
ORD100084,3137,77,1,20220911,7,13641.04,0.2,-386.24
ORD100085,86,78,10,20230627,10,18215.88,0.1,2708.75
ORD100085,3967,78,10,20230627,10,18215.88,0.1,2708.75
ORD100086,87,79,10,20230323,10,10550.1,0.15,709.29
ORD100086,613,79,10,20230323,10,10550.1,0.15,709.29
ORD100086,1336,79,10,20230323,10,10550.1,0.15,709.29
ORD100087,88,80,3,20220508,10,17419.18,0.15,1404.21
ORD100087,4553,80,3,20220508,10,17419.18,0.15,1404.21
ORD100087,5432,80,3,20220508,10,17419.18,0.15,1404.21
ORD100088,89,81,20,20240513,3,1900.4,0.1,270.12
ORD100088,2799,81,20,20240513,3,1900.4,0.1,270.12
ORD100088,4194,81,20,20240513,3,1900.4,0.1,270.12
ORD100089,90,80,17,20230628,9,1645.62,0.15,222.35
ORD100089,1248,80,17,20230628,9,1645.62,0.15,222.35
ORD100090,91,28,3,20241127,5,9562.32,0.2,677.72
ORD100090,268,28,3,20241127,5,9562.32,0.2,677.72
ORD100090,3016,28,3,20241127,5,9562.32,0.2,677.72
ORD100091,92,82,4,20221213,10,15206.66,0.2,1248.16
ORD100091,1362,82,4,20221213,10,15206.66,0.2,1248.16
ORD100091,3975,82,4,20221213,10,15206.66,0.2,1248.16
ORD100092,93,83,24,20240804,9,8221.95,0.2,-56.95
ORD100092,1178,83,24,20240804,9,8221.95,0.2,-56.95
ORD100092,2088,83,24,20240804,9,8221.95,0.2,-56.95
ORD100093,94,84,16,20221123,3,5887.89,0.15,-155.37
ORD100093,2041,84,16,20221123,3,5887.89,0.15,-155.37
ORD100093,2734,84,16,20221123,3,5887.89,0.15,-155.37
ORD100094,95,85,3,20220105,10,8316.86,0.0,1074.79
ORD100094,2576,85,3,20220105,10,8316.86,0.0,1074.79
ORD100094,2997,85,3,20220105,10,8316.86,0.0,1074.79
ORD100095,96,86,16,20241027,3,1266.11,0.0,188.24
ORD100095,1431,86,16,20241027,3,1266.11,0.0,188.24
ORD100095,2559,86,16,20241027,3,1266.11,0.0,188.24
ORD100096,97,87,8,20220311,5,8520.02,0.1,788.23
ORD100096,608,87,8,20220311,5,8520.02,0.1,788.23
ORD100096,2439,87,8,20220311,5,8520.02,0.1,788.23
ORD100097,98,88,18,20240726,7,1992.45,0.3,-319.47
ORD100097,1326,88,18,20240726,7,1992.45,0.3,-319.47
ORD100097,3964,88,18,20240726,7,1992.45,0.3,-319.47
ORD100098,99,43,24,20240702,4,2331.64,0.05,511.43
ORD100098,1423,43,24,20240702,4,2331.64,0.05,511.43
ORD100098,4640,43,24,20240702,4,2331.64,0.05,511.43
ORD100099,100,89,22,20240606,5,7537.3,0.0,634.3
ORD100099,901,89,22,20240606,5,7537.3,0.0,634.3
ORD100099,2203,89,22,20240606,5,7537.3,0.0,634.3
ORD100100,101,90,24,20241108,2,2893.86,0.2,-219.56
ORD100100,3731,90,24,20241108,2,2893.86,0.2,-219.56
ORD100101,102,91,19,20240906,4,3590.33,0.05,778.27
ORD100101,2848,91,19,20240906,4,3590.33,0.05,778.27
ORD100101,4781,91,19,20240906,4,3590.33,0.05,778.27
ORD100102,103,92,2,20221214,9,16516.41,0.05,21.41
ORD100102,937,92,2,20221214,9,16516.41,0.05,21.41
ORD100103,104,93,19,20221012,8,10344.0,0.15,646.41
ORD100103,623,93,19,20221012,8,10344.0,0.15,646.41
ORD100103,3363,93,19,20221012,8,10344.0,0.15,646.41
ORD100104,105,94,7,20241213,8,11469.9,0.3,-315.41
ORD100104,3822,94,7,20241213,8,11469.9,0.3,-315.41
ORD100104,5117,94,7,20241213,8,11469.9,0.3,-315.41
ORD100105,106,95,13,20220728,8,5937.53,0.15,265.5
ORD100105,1171,95,13,20220728,8,5937.53,0.15,265.5
ORD100105,4794,95,13,20220728,8,5937.53,0.15,265.5
ORD100106,107,96,20,20240215,8,7464.81,0.3,-1253.8
ORD100106,717,96,20,20240215,8,7464.81,0.3,-1253.8
ORD100106,1703,96,20,20240215,8,7464.81,0.3,-1253.8
ORD100107,108,97,19,20230330,5,1972.9,0.3,-351.9
ORD100107,867,97,19,20230330,5,1972.9,0.3,-351.9
ORD100107,1879,97,19,20230330,5,1972.9,0.3,-351.9
ORD100108,109,12,15,20231209,2,2445.17,0.3,-458.32
ORD100108,1810,12,15,20231209,2,2445.17,0.3,-458.32
ORD100108,4265,12,15,20231209,2,2445.17,0.3,-458.32
ORD100109,46,98,13,20230922,5,868.93,0.3,-100.56
ORD100109,397,98,13,20230922,5,868.93,0.3,-100.56
ORD100109,4724,98,13,20230922,5,868.93,0.3,-100.56
ORD100110,110,99,15,20220610,9,6485.74,0.2,-532.57
ORD100110,460,99,15,20220610,9,6485.74,0.2,-532.57
ORD100110,5769,99,15,20220610,9,6485.74,0.2,-532.57
ORD100111,111,100,4,20221006,6,11603.87,0.15,1282.29
ORD100111,1873,100,4,20221006,6,11603.87,0.15,1282.29
ORD100111,2181,100,4,20221006,6,11603.87,0.15,1282.29
ORD100112,112,101,6,20230610,8,3754.58,0.3,-431.18
ORD100112,1085,101,6,20230610,8,3754.58,0.3,-431.18
ORD100112,2923,101,6,20230610,8,3754.58,0.3,-431.18
ORD100113,7,102,23,20241231,8,10488.93,0.15,-700.8
ORD100113,3027,102,23,20241231,8,10488.93,0.15,-700.8
ORD100113,4528,102,23,20241231,8,10488.93,0.15,-700.8
ORD100114,113,103,10,20231116,9,17479.08,0.05,1411.25
ORD100114,3514,103,10,20231116,9,17479.08,0.05,1411.25
ORD100114,4649,103,10,20231116,9,17479.08,0.05,1411.25
ORD100115,114,104,3,20220620,6,9665.12,0.1,577.42
ORD100115,4701,104,3,20220620,6,9665.12,0.1,577.42
ORD100115,5381,104,3,20220620,6,9665.12,0.1,577.42
ORD100116,115,105,6,20221001,4,996.27,0.2,-103.53
ORD100116,2932,105,6,20221001,4,996.27,0.2,-103.53
ORD100116,3808,105,6,20221001,4,996.27,0.2,-103.53
ORD100117,116,106,16,20231020,10,2536.59,0.0,563.44
ORD100117,522,106,16,20231020,10,2536.59,0.0,563.44
ORD100117,5267,106,16,20231020,10,2536.59,0.0,563.44
ORD100118,117,107,19,20221109,2,421.14,0.05,16.47
ORD100118,2922,107,19,20221109,2,421.14,0.05,16.47
ORD100118,3337,107,19,20221109,2,421.14,0.05,16.47
ORD100119,118,108,15,20241016,7,4028.23,0.3,-912.52
ORD100119,3634,108,15,20241016,7,4028.23,0.3,-912.52
ORD100119,4531,108,15,20241016,7,4028.23,0.3,-912.52
ORD100120,119,109,24,20240410,8,3579.56,0.2,-286.42
ORD100120,2633,109,24,20240410,8,3579.56,0.2,-286.42
ORD100120,4530,109,24,20240410,8,3579.56,0.2,-286.42
ORD100121,120,110,1,20221014,7,13399.71,0.2,39.26
ORD100121,476,110,1,20221014,7,13399.71,0.2,39.26
ORD100122,121,111,10,20231018,5,4486.2,0.15,186.22
ORD100122,3103,111,10,20231018,5,4486.2,0.15,186.22
ORD100122,3151,111,10,20231018,5,4486.2,0.15,186.22
ORD100123,122,112,5,20220504,5,2007.14,0.3,-494.56
ORD100123,507,112,5,20220504,5,2007.14,0.3,-494.56
ORD100123,3825,112,5,20220504,5,2007.14,0.3,-494.56
ORD100124,123,113,8,20230122,4,1282.15,0.2,-162.14
ORD100124,1553,113,8,20230122,4,1282.15,0.2,-162.14
ORD100124,1671,113,8,20230122,4,1282.15,0.2,-162.14
ORD100125,124,114,11,20231114,3,2075.06,0.3,-153.73
ORD100125,1740,114,11,20231114,3,2075.06,0.3,-153.73
ORD100125,4903,114,11,20231114,3,2075.06,0.3,-153.73
ORD100126,125,115,15,20230326,8,8007.44,0.05,1528.15
ORD100126,913,115,15,20230326,8,8007.44,0.05,1528.15
ORD100126,2894,115,15,20230326,8,8007.44,0.05,1528.15
ORD100127,126,116,5,20241128,3,4899.4,0.15,-277.79
ORD100127,3283,116,5,20241128,3,4899.4,0.15,-277.79
ORD100127,4914,116,5,20241128,3,4899.4,0.15,-277.79
ORD100128,127,117,2,20240524,3,2772.95,0.05,426.93
ORD100128,1787,117,2,20240524,3,2772.95,0.05,426.93
ORD100128,5010,117,2,20240524,3,2772.95,0.05,426.93
ORD100129,128,118,8,20220731,1,1306.68,0.05,85.23
ORD100129,4066,118,8,20220731,1,1306.68,0.05,85.23
ORD100129,4425,118,8,20220731,1,1306.68,0.05,85.23
ORD100130,129,119,17,20240926,4,516.31,0.1,39.13
ORD100130,3015,119,17,20240926,4,516.31,0.1,39.13
ORD100130,3949,119,17,20240926,4,516.31,0.1,39.13
ORD100131,130,120,20,20231204,5,8636.65,0.2,181.29
ORD100131,3080,120,20,20231204,5,8636.65,0.2,181.29
ORD100131,5781,120,20,20231204,5,8636.65,0.2,181.29
ORD100132,131,91,22,20220121,7,8890.82,0.05,58.93
ORD100132,1548,91,22,20220121,7,8890.82,0.05,58.93
ORD100132,5152,91,22,20220121,7,8890.82,0.05,58.93
ORD100133,132,121,22,20240102,10,12129.74,0.1,1822.34
ORD100133,2169,121,22,20240102,10,12129.74,0.1,1822.34
ORD100133,3373,121,22,20240102,10,12129.74,0.1,1822.34
ORD100134,133,122,11,20241118,10,13866.2,0.1,1536.68
ORD100134,951,122,11,20241118,10,13866.2,0.1,1536.68
ORD100134,2989,122,11,20241118,10,13866.2,0.1,1536.68
ORD100135,134,123,20,20240804,1,970.68,0.1,150.61
ORD100135,1389,123,20,20240804,1,970.68,0.1,150.61
ORD100135,1760,123,20,20240804,1,970.68,0.1,150.61
ORD100136,135,124,24,20230410,10,12892.85,0.0,3742.76
ORD100136,4977,124,24,20230410,10,12892.85,0.0,3742.76
ORD100136,5642,124,24,20230410,10,12892.85,0.0,3742.76
ORD100137,136,125,11,20230222,10,18201.66,0.15,-573.53
ORD100137,2927,125,11,20230222,10,18201.66,0.15,-573.53
ORD100137,4666,125,11,20230222,10,18201.66,0.15,-573.53
ORD100138,137,126,10,20220407,5,2538.6,0.3,-623.09
ORD100138,641,126,10,20220407,5,2538.6,0.3,-623.09
ORD100138,707,126,10,20220407,5,2538.6,0.3,-623.09
ORD100139,138,127,14,20241028,7,1956.09,0.1,66.78
ORD100139,2606,127,14,20241028,7,1956.09,0.1,66.78
ORD100139,5148,127,14,20241028,7,1956.09,0.1,66.78
ORD100140,139,128,10,20240611,1,1345.87,0.2,82.39
ORD100140,678,128,10,20240611,1,1345.87,0.2,82.39
ORD100140,5060,128,10,20240611,1,1345.87,0.2,82.39
ORD100141,140,12,12,20241121,6,865.3,0.05,56.39
ORD100141,945,12,12,20241121,6,865.3,0.05,56.39
ORD100141,4067,12,12,20241121,6,865.3,0.05,56.39
ORD100142,141,129,1,20231019,1,1042.47,0.05,181.58
ORD100142,4187,129,1,20231019,1,1042.47,0.05,181.58
ORD100142,5542,129,1,20231019,1,1042.47,0.05,181.58
ORD100143,142,130,2,20241111,8,10359.93,0.2,-1452.5
ORD100143,2143,130,2,20241111,8,10359.93,0.2,-1452.5
ORD100143,5779,130,2,20241111,8,10359.93,0.2,-1452.5
ORD100144,143,131,22,20240727,10,8940.97,0.2,-710.73
ORD100144,341,131,22,20240727,10,8940.97,0.2,-710.73
ORD100144,579,131,22,20240727,10,8940.97,0.2,-710.73
ORD100145,144,132,1,20241208,7,3059.95,0.0,587.91
ORD100145,1968,132,1,20241208,7,3059.95,0.0,587.91
ORD100145,2474,132,1,20241208,7,3059.95,0.0,587.91
ORD100146,145,133,19,20230127,9,10748.31,0.1,571.32
ORD100146,2627,133,19,20230127,9,10748.31,0.1,571.32
ORD100146,3779,133,19,20230127,9,10748.31,0.1,571.32
ORD100147,146,134,24,20221109,9,7261.51,0.3,-795.38
ORD100147,2341,134,24,20221109,9,7261.51,0.3,-795.38
ORD100147,4128,134,24,20221109,9,7261.51,0.3,-795.38
ORD100148,147,135,20,20230807,10,5533.34,0.2,193.54
