customer_key,customer_id,segment
132,CUST1724,Consumer
133,CUST1766,Home Office
134,CUST2457,Home Office
135,CUST1034,Home Office
136,CUST1602,Home Office
137,CUST2945,Corporate
138,CUST1750,Corporate
139,CUST1722,Consumer
140,CUST1375,Home Office
141,CUST1324,Home Office
142,CUST2212,Home Office
143,CUST2620,Home Office
144,CUST2201,Home Office
145,CUST2275,Consumer
146,CUST1633,Home Office
147,CUST1171,Corporate
148,CUST1910,Consumer
149,CUST2157,Corporate
150,CUST2905,Corporate
151,CUST2148,Consumer
152,CUST2885,Corporate
153,CUST1815,Home Office
154,CUST1996,Home Office
155,CUST2588,Home Office
156,CUST2394,Home Office
157,CUST1667,Home Office
158,CUST2394,Corporate
159,CUST1723,Corporate
160,CUST1148,Home Office
161,CUST1847,Consumer
162,CUST2530,Home Office
163,CUST1125,Corporate
164,CUST2537,Consumer
165,CUST1734,Consumer
166,CUST1232,Home Office
167,CUST1356,Consumer
168,CUST1693,Corporate
169,CUST1808,Home Office
170,CUST1870,Home Office
171,CUST1808,Consumer
172,CUST1980,Corporate
173,CUST2491,Corporate
174,CUST1620,Consumer
175,CUST2684,Home Office
176,CUST1197,Home Office
177,CUST2803,Corporate
178,CUST1368,Corporate
179,CUST2931,Home Office
180,CUST2276,Consumer
181,CUST1099,Home Office
182,CUST2637,Consumer
183,CUST1195,Consumer
184,CUST1474,Corporate
185,CUST2663,Consumer
186,CUST2355,Home Office
187,CUST1371,Corporate
188,CUST1259,Consumer
189,CUST2255,Corporate
190,CUST2101,Consumer
191,CUST1830,Consumer
192,CUST1111,Corporate
193,CUST2632,Home Office
194,CUST2562,Consumer
195,CUST1149,Home Office
196,CUST1902,Home Office
197,CUST2577,Corporate
198,CUST1989,Home Office
199,CUST2936,Home Office
200,CUST2465,Home Office
201,CUST2999,Corporate
202,CUST1428,Home Office
203,CUST1716,Consumer
204,CUST1842,Consumer
205,CUST2381,Home Office
206,CUST2775,Corporate
207,CUST2374,Home Office
208,CUST2022,Consumer
209,CUST2893,Corporate
210,CUST2516,Home Office
211,CUST1768,Corporate
212,CUST2894,Corporate
213,CUST2757,Corporate
214,CUST2735,Consumer
215,CUST1729,Corporate
216,CUST1422,Home Office
217,CUST1823,Home Office
218,CUST1767,Corporate
219,CUST2380,Consumer
220,CUST1124,Corporate
221,CUST1781,Consumer
222,CUST2923,Home Office
223,CUST2964,Home Office
224,CUST1629,Home Office
225,CUST1526,Consumer
226,CUST1752,Consumer
227,CUST1265,Corporate
228,CUST2617,Consumer
229,CUST2147,Corporate
230,CUST2065,Home Office
231,CUST1254,Corporate
232,CUST1123,Home Office
233,CUST1691,Home Office
234,CUST2493,Home Office
235,CUST2718,Consumer
236,CUST2951,Consumer
237,CUST1015,Home Office
238,CUST2123,Home Office
239,CUST2445,Consumer
240,CUST2115,Consumer
241,CUST1973,Home Office
242,CUST1107,Corporate
243,CUST1883,Corporate
244,CUST2863,Home Office
245,CUST2156,Consumer
246,CUST1263,Home Office
247,CUST1770,Corporate
248,CUST1343,Home Office
249,CUST1427,Home Office
250,CUST1575,Consumer
251,CUST2333,Consumer
252,CUST2917,Consumer
253,CUST2915,Home Office
254,CUST2271,Consumer
255,CUST2715,Corporate
256,CUST1709,Home Office
257,CUST1921,Home Office
258,CUST2949,Home Office
259,CUST1287,Consumer
260,CUST2962,Home Office
261,CUST1514,Home Office
262,CUST2386,Home Office
263,CUST2866,Consumer
264,CUST1759,Consumer
265,CUST2435,Home Office
266,CUST2047,Corporate
267,CUST1979,Home Office
268,CUST1948,Home Office
269,CUST2680,Corporate
270,CUST2621,Home Office
271,CUST2619,Home Office
272,CUST2785,Consumer
273,CUST1217,Corporate
274,CUST2629,Corporate
275,CUST2648,Home Office
276,CUST2209,Corporate
277,CUST2076,Home Office
278,CUST2159,Home Office
279,CUST2800,Consumer
280,CUST2476,Consumer
281,CUST2220,Corporate
282,CUST1548,Corporate
283,CUST2799,Consumer
284,CUST1955,Home Office
285,CUST2236,Consumer
286,CUST2675,Corporate
287,CUST1094,Home Office
288,CUST2408,Home Office
289,CUST2741,Home Office
290,CUST1862,Consumer
291,CUST1692,Corporate
292,CUST2252,Corporate
293,CUST1861,Corporate
294,CUST1891,Home Office
295,CUST2031,Corporate
296,CUST2314,Home Office
297,CUST2674,Corporate
298,CUST1418,Corporate
299,CUST2931,Consumer
300,CUST2495,Home Office
301,CUST2820,Corporate
302,CUST1842,Corporate
303,CUST1196,Home Office
304,CUST1179,Consumer
305,CUST2503,Consumer
306,CUST1915,Consumer
307,CUST1959,Home Office
308,CUST2119,Consumer
309,CUST2925,Corporate
310,CUST2733,Home Office
311,CUST1453,Home Office
312,CUST1816,Consumer
313,CUST2055,Home Office
314,CUST2407,Consumer
315,CUST2306,Corporate
316,CUST1984,Home Office
317,CUST2591,Home Office
318,CUST2791,Home Office
319,CUST2134,Consumer
320,CUST1367,Consumer
321,CUST2901,Home Office
322,CUST1325,Home Office
323,CUST1568,Home Office
324,CUST1847,Corporate
325,CUST2844,Consumer
326,CUST1657,Consumer
327,CUST1789,Corporate
328,CUST1224,Home Office
329,CUST2412,Corporate
330,CUST2072,Consumer
331,CUST2677,Home Office
332,CUST1529,Consumer
333,CUST1342,Home Office
334,CUST1918,Consumer
335,CUST1108,Consumer
336,CUST2260,Home Office
337,CUST2831,Home Office
338,CUST2409,Corporate
339,CUST2664,Corporate
340,CUST2115,Corporate
341,CUST2620,Consumer
342,CUST1233,Home Office
343,CUST2978,Corporate
344,CUST1434,Home Office
345,CUST2861,Home Office
346,CUST2598,Corporate
347,CUST2781,Consumer
348,CUST1365,Consumer
349,CUST2458,Corporate
350,CUST1020,Home Office
351,CUST1241,Home Office
352,CUST2467,Consumer
353,CUST2644,Home Office
354,CUST2204,Home Office
355,CUST2103,Corporate
356,CUST2589,Consumer
357,CUST2053,Consumer
358,CUST2374,Corporate
359,CUST2422,Corporate
360,CUST1423,Consumer
361,CUST2088,Consumer
362,CUST2224,Corporate
363,CUST1856,Consumer
364,CUST2987,Corporate
365,CUST2166,Consumer
366,CUST2585,Consumer
367,CUST1485,Corporate
368,CUST2401,Home Office
369,CUST2758,Corporate
370,CUST1074,Consumer
371,CUST2759,Corporate
372,CUST2029,Corporate
373,CUST1735,Corporate
374,CUST1382,Home Office
375,CUST1080,Home Office
376,CUST2971,Consumer
377,CUST2174,Consumer
378,CUST1268,Consumer
379,CUST2351,Corporate
380,CUST2131,Consumer
381,CUST1928,Consumer
382,CUST2944,Home Office
383,CUST2262,Corporate
384,CUST1795,Consumer
385,CUST1675,Consumer
386,CUST1132,Corporate
387,CUST2242,Corporate
388,CUST2556,Corporate
389,CUST2261,Corporate
390,CUST2643,Corporate
391,CUST1550,Home Office
392,CUST1095,Consumer
393,CUST1502,Corporate
394,CUST1489,Consumer
395,CUST1943,Consumer
396,CUST1433,Home Office
397,CUST1270,Home Office
398,CUST1744,Consumer
399,CUST1371,Consumer
400,CUST2767,Home Office
401,CUST1208,Home Office
402,CUST2859,Consumer
403,CUST1471,Corporate
404,CUST1574,Home Office
405,CUST1801,Consumer
406,CUST2323,Corporate
407,CUST1367,Corporate
408,CUST2535,Consumer
409,CUST1667,Consumer
410,CUST2168,Home Office
411,CUST1439,Consumer
412,CUST1197,Corporate
413,CUST2846,Home Office
414,CUST2558,Corporate
415,CUST1858,Corporate
416,CUST1535,Home Office
417,CUST1158,Home Office
418,CUST2036,Home Office
419,CUST1016,Corporate
420,CUST1313,Consumer
421,CUST1645,Corporate
422,CUST1511,Home Office
423,CUST1090,Home Office
424,CUST1361,Consumer
425,CUST1200,Home Office
426,CUST1263,Consumer
427,CUST1856,Corporate
428,CUST1605,Corporate
429,CUST1390,Corporate
430,CUST2844,Home Office
431,CUST1956,Corporate
432,CUST1798,Corporate
433,CUST2490,Home Office
434,CUST2072,Home Office
435,CUST1883,Consumer
436,CUST2882,Consumer
437,CUST2015,Consumer
438,CUST1800,Corporate
439,CUST2055,Corporate
440,CUST1348,Consumer
441,CUST1632,Corporate
442,CUST2914,Corporate
443,CUST2058,Consumer
444,CUST1081,Corporate
445,CUST2151,Home Office
446,CUST2349,Home Office
447,CUST2065,Consumer
448,CUST1998,Home Office
449,CUST2678,Home Office
450,CUST1098,Corporate
451,CUST2116,Consumer
452,CUST2522,Home Office
453,CUST1549,Home Office
454,CUST2854,Corporate
455,CUST2501,Consumer
456,CUST1316,Consumer
457,CUST2661,Corporate
458,CUST1816,Home Office
459,CUST1940,Consumer
460,CUST2218,Home Office
461,CUST1900,Home Office
462,CUST2898,Corporate
463,CUST2940,Corporate
464,CUST2024,Corporate
465,CUST2026,Consumer
466,CUST1532,Corporate
467,CUST2287,Home Office
468,CUST2752,Consumer
469,CUST2309,Corporate
470,CUST1333,Consumer
471,CUST1049,Consumer
472,CUST2400,Consumer
473,CUST1018,Consumer
474,CUST2876,Consumer
475,CUST1170,Corporate
476,CUST2638,Home Office
477,CUST2579,Consumer
478,CUST2081,Home Office
479,CUST1662,Corporate
480,CUST2221,Corporate
481,CUST1214,Home Office
482,CUST1010,Corporate
483,CUST1331,Corporate
484,CUST2939,Corporate
485,CUST2143,Home Office
486,CUST2107,Consumer
487,CUST1046,Consumer
488,CUST1637,Consumer
489,CUST2896,Home Office
490,CUST1369,Corporate
491,CUST2411,Home Office
492,CUST2431,Home Office
493,CUST2850,Home Office
494,CUST1658,Corporate
495,CUST1879,Consumer
496,CUST2913,Consumer
497,CUST2593,Consumer
498,CUST2940,Home Office
499,CUST1135,Consumer
500,CUST2315,Home Office
501,CUST1461,Consumer
502,CUST1547,Home Office
503,CUST2140,Corporate
504,CUST2074,Consumer
505,CUST1447,Home Office
506,CUST2873,Consumer
507,CUST2284,Home Office
508,CUST1453,Corporate
509,CUST1011,Corporate
510,CUST1297,Corporate
511,CUST1200,Consumer
512,CUST1107,Home Office
513,CUST1765,Corporate
514,CUST2943,Corporate
515,CUST1972,Home Office
516,CUST2987,Consumer
517,CUST1967,Home Office
518,CUST2211,Home Office
519,CUST1347,Consumer
520,CUST2012,Corporate
521,CUST1786,Home Office
522,CUST2415,Corporate
523,CUST1274,Home Office
524,CUST2994,Consumer
525,CUST1419,Consumer
526,CUST2099,Home Office
527,CUST1920,Corporate
528,CUST1704,Home Office
529,CUST1121,Home Office
530,CUST2697,Home Office
531,CUST2105,Corporate
532,CUST1470,Corporate
533,CUST2806,Consumer
534,CUST1644,Home Office
535,CUST2381,Corporate
536,CUST1796,Corporate
537,CUST1699,Consumer
538,CUST1605,Home Office
539,CUST1293,Home Office
540,CUST1355,Home Office
541,CUST2019,Corporate
542,CUST1281,Home Office
543,CUST2840,Corporate
544,CUST2065,Corporate
545,CUST1627,Home Office
546,CUST2078,Corporate
547,CUST2425,Corporate
548,CUST1814,Home Office
549,CUST1283,Corporate
550,CUST1432,Home Office
551,CUST2564,Home Office
552,CUST2689,Home Office
553,CUST2203,Home Office
554,CUST2077,Consumer
555,CUST1783,Home Office
556,CUST2299,Home Office
557,CUST2008,Consumer
558,CUST1077,Corporate
559,CUST2496,Home Office
560,CUST2180,Home Office
561,CUST2106,Consumer
562,CUST2523,Consumer
563,CUST1978,Consumer
564,CUST2702,Consumer
565,CUST1218,Home Office
566,CUST1854,Home Office
567,CUST1325,Corporate
568,CUST1844,Home Office
569,CUST1456,Home Office
570,CUST1207,Home Office
571,CUST2375,Consumer
572,CUST2882,Home Office
573,CUST2968,Consumer
574,CUST2647,Home Office
575,CUST1566,Consumer
576,CUST1157,Corporate
577,CUST2246,Home Office
578,CUST2815,Consumer
579,CUST2620,Corporate
580,CUST2237,Consumer
581,CUST2977,Home Office
582,CUST2426,Corporate
583,CUST2679,Home Office
584,CUST1134,Home Office
585,CUST2547,Corporate
586,CUST2766,Consumer
587,CUST2838,Corporate
588,CUST1945,Corporate
589,CUST1438,Consumer
590,CUST2970,Consumer
591,CUST2254,Home Office
592,CUST1010,Consumer
593,CUST1043,Consumer
594,CUST2899,Consumer
595,CUST1452,Home Office
596,CUST2954,Corporate
597,CUST1812,Consumer
598,CUST1566,Corporate
599,CUST2062,Home Office
600,CUST1455,Corporate
601,CUST1525,Corporate
602,CUST1011,Consumer
603,CUST1232,Consumer
604,CUST2221,Consumer
605,CUST2222,Home Office
606,CUST2719,Consumer
607,CUST1860,Corporate
608,CUST2398,Home Office
609,CUST2791,Consumer
610,CUST2955,Corporate
611,CUST2124,Corporate
612,CUST2811,Consumer
613,CUST1065,Home Office
614,CUST2456,Home Office
615,CUST2030,Corporate
616,CUST2958,Corporate
617,CUST1020,Consumer
618,CUST1516,Home Office
619,CUST2118,Corporate
620,CUST1266,Consumer
621,CUST2163,Consumer
622,CUST1361,Corporate
623,CUST2189,Home Office
624,CUST2995,Corporate
625,CUST2835,Consumer
626,CUST1798,Consumer
627,CUST1826,Corporate
628,CUST1957,Home Office
629,CUST2271,Corporate
630,CUST1078,Consumer
631,CUST2016,Home Office
632,CUST2198,Corporate
633,CUST2313,Home Office
634,CUST1357,Home Office
635,CUST1628,Consumer
636,CUST1348,Home Office
637,CUST2115,Home Office
638,CUST2968,Corporate
639,CUST2234,Consumer
640,CUST1075,Consumer
641,CUST2945,Home Office
642,CUST1536,Home Office
643,CUST1406,Corporate
644,CUST2419,Home Office
645,CUST1235,Home Office
646,CUST1216,Consumer
647,CUST1277,Corporate
648,CUST2312,Corporate
649,CUST2302,Consumer
650,CUST1855,Home Office
651,CUST2361,Consumer
652,CUST1824,Home Office
653,CUST2999,Home Office
654,CUST1925,Home Office
655,CUST1905,Corporate
656,CUST1252,Home Office
657,CUST1713,Home Office
658,CUST2299,Consumer
659,CUST2345,Home Office
660,CUST2409,Consumer
661,CUST2637,Corporate
662,CUST1997,Corporate
663,CUST2109,Consumer
664,CUST2648,Consumer
665,CUST2845,Consumer
666,CUST1905,Home Office
667,CUST1446,Corporate
668,CUST1735,Consumer
669,CUST1745,Corporate
670,CUST2384,Consumer
671,CUST1177,Consumer
672,CUST1861,Home Office
673,CUST1519,Corporate
674,CUST1996,Corporate
675,CUST1878,Corporate
676,CUST2087,Consumer
677,CUST1824,Corporate
678,CUST1722,Corporate
679,CUST1362,Corporate
680,CUST2912,Consumer
681,CUST2406,Consumer
682,CUST2878,Corporate
683,CUST2193,Corporate
684,CUST2964,Consumer
685,CUST2821,Consumer
686,CUST2486,Home Office
687,CUST1149,Consumer
688,CUST1402,Consumer
689,CUST2594,Consumer
690,CUST2116,Home Office
691,CUST2862,Consumer
692,CUST1361,Home Office
693,CUST1393,Home Office
694,CUST2812,Home Office
695,CUST2852,Consumer
696,CUST2643,Consumer
697,CUST1155,Corporate
698,CUST2478,Corporate
699,CUST2929,Consumer
700,CUST2283,Consumer
701,CUST2171,Consumer
702,CUST2331,Corporate
703,CUST2747,Corporate
704,CUST1749,Consumer
705,CUST2469,Consumer
706,CUST2847,Consumer
707,CUST2945,Consumer
708,CUST1676,Corporate
709,CUST2693,Corporate
710,CUST1607,Home Office
711,CUST1860,Home Office
712,CUST1417,Home Office
713,CUST2481,Consumer
714,CUST1643,Home Office
715,CUST2811,Home Office
716,CUST2272,Corporate
717,CUST1013,Corporate
718,CUST1407,Corporate
719,CUST1962,Consumer
720,CUST1661,Consumer
721,CUST2460,Consumer
722,CUST2854,Home Office
723,CUST2317,Consumer
724,CUST1713,Corporate
725,CUST2474,Consumer
726,CUST2436,Consumer
727,CUST1117,Consumer
728,CUST1014,Consumer
729,CUST2025,Home Office
730,CUST2819,Consumer
731,CUST2196,Consumer
732,CUST1066,Home Office
733,CUST1781,Corporate
734,CUST2958,Consumer
735,CUST1514,Corporate
736,CUST1976,Corporate
737,CUST1630,Home Office
738,CUST1285,Consumer
739,CUST2955,Home Office
740,CUST1862,Home Office
741,CUST2396,Consumer
742,CUST2981,Corporate
743,CUST1330,Corporate
744,CUST1242,Home Office
745,CUST2364,Home Office
746,CUST2453,Consumer
747,CUST1475,Home Office
748,CUST1843,Corporate
749,CUST1591,Corporate
750,CUST1253,Home Office
751,CUST2653,Consumer
752,CUST2672,Consumer
753,CUST2705,Consumer
754,CUST2838,Home Office
755,CUST1406,Consumer
756,CUST2187,Corporate
757,CUST2302,Corporate
758,CUST2109,Home Office
759,CUST2508,Corporate
760,CUST2883,Home Office
761,CUST2059,Corporate
762,CUST2347,Consumer
763,CUST2918,Consumer
764,CUST1170,Home Office
765,CUST1937,Corporate
766,CUST2294,Consumer
767,CUST2187,Consumer
768,CUST2370,Consumer
769,CUST1398,Consumer
770,CUST2823,Home Office
771,CUST1934,Home Office
772,CUST2150,Consumer
773,CUST1978,Corporate
774,CUST1439,Corporate
775,CUST2531,Corporate
776,CUST1139,Corporate
777,CUST1551,Corporate
778,CUST2992,Consumer
779,CUST1953,Consumer
780,CUST2100,Corporate
781,CUST2359,Consumer
782,CUST2337,Consumer
783,CUST1338,Consumer
784,CUST2449,Home Office
785,CUST1215,Consumer
786,CUST2565,Corporate
787,CUST1605,Consumer
788,CUST1104,Home Office
789,CUST2417,Corporate
790,CUST2815,Home Office
791,CUST2158,Corporate
792,CUST1807,Corporate
793,CUST1588,Corporate
794,CUST1853,Home Office
795,CUST1705,Home Office
796,CUST2608,Home Office
797,CUST2980,Home Office
798,CUST2069,Consumer
799,CUST1717,Home Office
800,CUST2659,Consumer
801,CUST2764,Consumer
802,CUST2388,Corporate
803,CUST2232,Corporate
804,CUST1096,Home Office
805,CUST1625,Consumer
806,CUST1323,Corporate
807,CUST1745,Consumer
808,CUST1242,Consumer
809,CUST1813,Home Office
810,CUST2204,Corporate
811,CUST2207,Home Office
812,CUST2340,Home Office
813,CUST1463,Corporate
814,CUST1250,Home Office
815,CUST1061,Consumer
816,CUST2273,Home Office
817,CUST2249,Consumer
818,CUST2640,Corporate
819,CUST1555,Consumer
820,CUST2190,Home Office
821,CUST1001,Home Office
822,CUST2098,Corporate
823,CUST1117,Corporate
824,CUST2869,Consumer
825,CUST1891,Consumer
826,CUST1370,Home Office
827,CUST2768,Consumer
828,CUST2531,Consumer
829,CUST2011,Corporate
830,CUST1339,Home Office
831,CUST2880,Consumer
832,CUST2686,Corporate
833,CUST2231,Corporate
834,CUST1258,Home Office
835,CUST2027,Home Office
836,CUST2133,Corporate
837,CUST1919,Consumer
838,CUST2324,Home Office
839,CUST2937,Consumer
840,CUST2747,Consumer
841,CUST2926,Consumer
842,CUST2447,Home Office
843,CUST2571,Home Office
844,CUST2652,Corporate
845,CUST2613,Corporate
846,CUST1381,Corporate
847,CUST1737,Consumer
848,CUST1142,Corporate
849,CUST1975,Corporate
850,CUST2327,Home Office
851,CUST1523,Home Office
852,CUST1980,Home Office
853,CUST1175,Consumer
854,CUST1853,Consumer
855,CUST1676,Consumer
856,CUST2636,Consumer
857,CUST1961,Consumer
858,CUST1504,Home Office
859,CUST2159,Consumer
860,CUST1450,Corporate
861,CUST2745,Corporate
862,CUST1078,Home Office
863,CUST1779,Consumer
864,CUST2537,Corporate
865,CUST2069,Corporate
866,CUST2466,Consumer
867,CUST2371,Corporate
868,CUST1850,Corporate
869,CUST2863,Corporate
870,CUST2634,Consumer
871,CUST1126,Consumer
872,CUST1829,Consumer
873,CUST2727,Consumer
874,CUST2650,Consumer
875,CUST1434,Consumer
876,CUST1950,Corporate
877,CUST2202,Home Office
878,CUST1974,Corporate
879,CUST2583,Home Office
880,CUST2324,Consumer
881,CUST1064,Home Office
882,CUST2739,Corporate
883,CUST1499,Corporate
884,CUST2785,Corporate
885,CUST1301,Home Office
886,CUST1502,Home Office
887,CUST1183,Corporate
888,CUST2449,Corporate
889,CUST1175,Home Office
890,CUST2617,Home Office
891,CUST1793,Home Office
892,CUST2305,Corporate
893,CUST1564,Corporate
894,CUST1632,Home Office
895,CUST2043,Home Office
896,CUST1730,Home Office
897,CUST1650,Home Office
898,CUST2760,Consumer
899,CUST1692,Consumer
900,CUST1279,Corporate
901,CUST2851,Consumer
902,CUST2334,Consumer
903,CUST2565,Home Office
904,CUST2905,Consumer
905,CUST2286,Home Office
906,CUST2035,Home Office
907,CUST1272,Home Office
908,CUST2670,Home Office
909,CUST2792,Consumer
910,CUST1610,Consumer
911,CUST1655,Home Office
912,CUST2898,Consumer
913,CUST1772,Corporate
914,CUST2716,Corporate
915,CUST2298,Consumer
916,CUST2791,Corporate
917,CUST1765,Home Office
918,CUST1053,Consumer
919,CUST1833,Corporate
920,CUST2244,Corporate
921,CUST1834,Consumer
922,CUST2006,Corporate
923,CUST1113,Home Office
924,CUST1747,Corporate
925,CUST2684,Corporate
926,CUST1618,Consumer
927,CUST1026,Corporate
928,CUST2227,Consumer
929,CUST1930,Corporate
930,CUST2467,Home Office
931,CUST1310,Corporate
932,CUST2351,Consumer
933,CUST1923,Home Office
934,CUST2487,Corporate
935,CUST2906,Corporate
936,CUST1332,Corporate
937,CUST2343,Consumer
938,CUST1135,Home Office
939,CUST2338,Home Office
940,CUST1143,Consumer
941,CUST1300,Corporate
942,CUST2796,Consumer
943,CUST1353,Home Office
944,CUST1186,Consumer
945,CUST1375,Corporate
946,CUST1888,Corporate
947,CUST1039,Consumer
948,CUST2380,Home Office
949,CUST2488,Consumer
950,CUST2141,Consumer
951,CUST1766,Consumer
952,CUST1246,Home Office
953,CUST1368,Home Office
954,CUST1273,Consumer
955,CUST2068,Home Office
956,CUST1153,Consumer
957,CUST1732,Corporate
958,CUST2829,Corporate
959,CUST2454,Home Office
960,CUST2635,Consumer
961,CUST2441,Home Office
962,CUST1312,Corporate
963,CUST1292,Corporate
964,CUST1379,Home Office
965,CUST2464,Home Office
966,CUST2703,Home Office
967,CUST1554,Home Office
968,CUST2480,Consumer
969,CUST1306,Home Office
970,CUST2634,Home Office
971,CUST1176,Corporate
972,CUST1080,Consumer
973,CUST1827,Corporate
974,CUST2740,Consumer
975,CUST1376,Home Office
976,CUST2480,Corporate
977,CUST1530,Corporate
978,CUST2533,Corporate
979,CUST2875,Corporate
980,CUST1611,Corporate
981,CUST1578,Consumer
982,CUST2951,Corporate
983,CUST1102,Consumer
984,CUST1349,Consumer
985,CUST2793,Corporate
986,CUST2462,Consumer
987,CUST2535,Home Office
988,CUST1981,Consumer
989,CUST2387,Corporate
990,CUST1540,Home Office
991,CUST1221,Corporate
992,CUST2538,Consumer
993,CUST2039,Consumer
994,CUST2621,Corporate
995,CUST1714,Corporate
996,CUST2158,Consumer
997,CUST1392,Consumer
998,CUST1922,Consumer
999,CUST1313,Home Office
1000,CUST2849,Consumer
1001,CUST1760,Home Office
1002,CUST2475,Home Office
1003,CUST2651,Corporate
1004,CUST1676,Home Office
1005,CUST2193,Home Office
1006,CUST1165,Home Office
1007,CUST2503,Home Office
1008,CUST2984,Home Office
1009,CUST1936,Home Office
1010,CUST1360,Corporate
1011,CUST1585,Home Office
1012,CUST2204,Consumer
1013,CUST2540,Consumer
1014,CUST1690,Consumer
1015,CUST1796,Home Office
1016,CUST1696,Home Office
1017,CUST2498,Consumer
1018,CUST1774,Corporate
1019,CUST2734,Consumer
1020,CUST1148,Corporate
1021,CUST1659,Corporate
1022,CUST2366,Consumer
1023,CUST2732,Corporate
1024,CUST2175,Consumer
1025,CUST2691,Corporate
1026,CUST1328,Consumer
1027,CUST1511,Corporate
1028,CUST1887,Corporate
1029,CUST1556,Home Office
1030,CUST2871,Corporate
1031,CUST1896,Corporate
1032,CUST2703,Corporate
1033,CUST2010,Corporate
1034,CUST1929,Corporate
1035,CUST1041,Home Office
1036,CUST1269,Home Office
1037,CUST2265,Home Office
1038,CUST2190,Corporate
1039,CUST2949,Corporate
1040,CUST1352,Corporate
1041,CUST2859,Home Office
1042,CUST1853,Corporate
1043,CUST2530,Consumer
1044,CUST1336,Consumer
1045,CUST2660,Home Office
1046,CUST2926,Home Office
1047,CUST2198,Consumer
1048,CUST1768,Home Office
1049,CUST1298,Home Office
1050,CUST1054,Corporate
1051,CUST1668,Consumer
1052,CUST1733,Consumer
1053,CUST1673,Home Office
1054,CUST1094,Consumer
1055,CUST1912,Corporate
1056,CUST1412,Home Office
1057,CUST2235,Corporate
1058,CUST2333,Home Office
1059,CUST1267,Consumer
1060,CUST1415,Corporate
1061,CUST2586,Consumer
1062,CUST2713,Home Office
1063,CUST2756,Corporate
1064,CUST1780,Consumer
1065,CUST1114,Consumer
1066,CUST2213,Home Office
1067,CUST2038,Home Office
1068,CUST2972,Home Office
1069,CUST2081,Consumer
